CustomerID,Age,Income,Gender,City,PurchaseFrequency,LastPurchaseDays,SpendingScore,ProductCategory,MembershipStatus
8894,46.0,40493.0,Female,Pune,19,327,87.0,Fashion,Gold
7523,34.0,15902.0,Female,Pune,6,173,30.0,Sports,Silver
9780,44.0,68142.0,Male,Bhopal,8,60,89.0,Fashion,Basic
82,48.0,54635.0,Female,Delhi,1,183,26.0,Electronics,Silver
5860,54.0,52151.0,Female,Mumbai,17,194,72.0,Grocery,Basic
3660,37.0,29569.0,Male,Bhopal,9,223,31.0,Beauty,Gold
6233,19.0,48252.0,Female,Delhi,7,70,43.0,Grocery,Gold
7400,,42937.0,Male,Pune,3,356,50.0,Sports,Gold
7791,24.0,45340.0,Female,Bhopal,14,259,83.0,Fashion,Gold
1317,19.0,45517.0,Female,Pune,5,301,99.0,Fashion,Gold
679,34.0,34317.0,Female,Delhi,14,95,28.0,Grocery,Silver
9484,,67942.0,Female,Pune,13,28,90.0,Sports,Basic
8660,62.0,56021.0,Male,Delhi,4,319,71.0,Electronics,Basic
4560,39.0,46233.0,Female,Delhi,2,260,7.0,Grocery,Basic
1298,40.0,63150.0,Male,Indore,4,115,91.0,Sports,Basic
8158,55.0,70077.0,Female,Pune,2,159,6.0,Grocery,Basic
2035,49.0,33673.0,Female,Mumbai,12,162,69.0,Fashion,Gold
8007,50.0,51811.0,Female,Delhi,2,327,97.0,Electronics,Basic
5495,52.0,64409.0,Male,Bhopal,3,118,71.0,Fashion,Silver
4509,28.0,48205.0,Female,Pune,3,325,26.0,Beauty,Silver
5340,31.0,47021.0,Male,Indore,2,45,27.0,Grocery,Basic
690,22.0,42003.0,Male,Delhi,4,47,7.0,Sports,Gold
541,27.0,63889.0,Female,Delhi,13,59,80.0,Electronics,Silver
5242,57.0,25885.0,Female,Indore,5,200,12.0,Electronics,Gold
9673,23.0,42384.0,Female,Bhopal,8,23,90.0,Fashion,Gold
2400,55.0,70521.0,Female,Indore,3,30,74.0,Beauty,Silver
6605,48.0,,Male,Delhi,4,325,97.0,Electronics,Basic
3141,63.0,22820.0,Female,Delhi,11,118,94.0,Fashion,Silver
8404,29.0,51160.0,Male,Indore,7,199,26.0,Grocery,Silver
158,49.0,55747.0,Male,Bhopal,12,99,73.0,Grocery,Silver
6,25.0,74142.0,Male,Mumbai,10,127,5.0,Fashion,Silver
8423,55.0,22057.0,Female,Bhopal,15,92,,Electronics,Gold
8646,52.0,59376.0,Male,Delhi,14,75,64.0,Fashion,Gold
9965,31.0,60065.0,Female,Mumbai,10,176,4.0,Fashion,Basic
9523,38.0,39866.0,Female,Delhi,16,82,27.0,Grocery,Silver
9859,63.0,58137.0,Male,Mumbai,10,354,34.0,Electronics,Silver
4735,31.0,65230.0,Female,Bhopal,17,45,99.0,Grocery,Gold
6809,69.0,41423.0,Male,Delhi,8,107,71.0,Fashion,Silver
7959,25.0,37353.0,Male,Pune,3,270,13.0,Fashion,Gold
6292,21.0,45128.0,Male,Delhi,13,64,9.0,Grocery,Basic
8983,45.0,60113.0,Male,Pune,4,267,75.0,Grocery,Basic
4409,20.0,39914.0,Male,Pune,4,227,47.0,Electronics,Silver
5180,29.0,53577.0,Female,Mumbai,5,257,81.0,Beauty,Basic
6278,57.0,77085.0,Female,Pune,16,281,86.0,Fashion,Basic
4522,54.0,46890.0,Female,Indore,6,156,37.0,Beauty,Basic
4851,19.0,69044.0,Female,Mumbai,12,9,48.0,Electronics,Basic
8331,61.0,51951.0,Male,Mumbai,7,8,32.0,Beauty,Basic
5004,26.0,33582.0,Female,Pune,7,161,43.0,Fashion,Gold
4946,55.0,40988.0,Female,Delhi,14,345,5.0,Sports,Silver
4076,29.0,44638.0,Female,Mumbai,17,261,7.0,Grocery,Gold
135,57.0,18428.0,Female,Indore,15,235,11.0,Grocery,Gold
2311,25.0,48771.0,Female,Mumbai,9,4,19.0,Fashion,Basic
796,68.0,70177.0,Female,Indore,18,143,6.0,Fashion,Basic
7423,53.0,37420.0,Female,Mumbai,17,29,28.0,Sports,Basic
1474,40.0,46470.0,Female,Mumbai,9,265,11.0,Grocery,Basic
1223,64.0,36569.0,Female,Indore,3,16,94.0,Sports,Gold
815,,44001.0,Male,Delhi,19,323,79.0,Electronics,Gold
7111,49.0,43907.0,Female,Indore,6,142,5.0,Grocery,Silver
1994,32.0,36518.0,Male,Indore,9,62,17.0,Grocery,Silver
9916,27.0,50002.0,Female,Bhopal,6,275,88.0,Beauty,Silver
6208,24.0,74071.0,Female,Delhi,14,195,54.0,Electronics,Silver
9340,22.0,63829.0,Female,Bhopal,7,346,42.0,Sports,Silver
9063,32.0,37001.0,Male,Bhopal,13,333,60.0,Fashion,Gold
9551,28.0,71702.0,Male,Mumbai,5,30,61.0,Beauty,Gold
5903,28.0,73705.0,Female,Delhi,15,49,66.0,Sports,Gold
2322,60.0,37342.0,Male,Delhi,8,246,95.0,Beauty,Basic
3462,55.0,30046.0,Male,Mumbai,8,322,50.0,Sports,Silver
7408,,40811.0,Female,Indore,15,93,46.0,Grocery,Silver
2863,83.0,557850.0,Female,Delhi,9,173,66.0,Grocery,Basic
3175,64.0,51185.0,Male,Delhi,8,84,25.0,Fashion,Gold
4430,32.0,35704.0,Male,Mumbai,15,283,66.0,Beauty,Gold
2137,35.0,69356.0,Male,Bhopal,13,122,11.0,Sports,Silver
2116,31.0,42089.0,Male,Mumbai,11,230,,Grocery,Gold
7101,42.0,12148.0,Female,Delhi,5,341,56.0,Grocery,Basic
8830,64.0,34230.0,Male,Delhi,16,351,53.0,Beauty,Gold
4027,32.0,58471.0,Male,Mumbai,9,23,84.0,Grocery,Basic
788,45.0,70008.0,Male,Pune,5,186,10.0,Grocery,Gold
3314,63.0,64973.0,Male,Indore,15,156,44.0,Fashion,Basic
1674,,28957.0,Female,Delhi,10,182,24.0,Sports,Basic
4190,40.0,42190.0,Male,Bhopal,16,275,99.0,Fashion,Gold
5665,46.0,55314.0,Female,Indore,16,202,33.0,Fashion,Basic
9131,41.0,31349.0,Male,Pune,7,183,60.0,Electronics,Gold
929,57.0,66548.0,Male,Delhi,1,261,84.0,Grocery,Silver
4885,36.0,63995.0,Male,Bhopal,8,176,27.0,Electronics,Basic
177,39.0,47922.0,Female,Delhi,9,251,8.0,Grocery,Gold
1316,55.0,42851.0,Male,Bhopal,18,69,98.0,Sports,Basic
5007,59.0,53839.0,Male,Pune,1,155,,Beauty,Basic
286,47.0,47740.0,Male,Bhopal,15,153,46.0,Grocery,Basic
8859,51.0,,Female,Delhi,2,111,28.0,Grocery,Gold
6114,45.0,53621.0,Female,Delhi,5,310,8.0,Beauty,Gold
305,36.0,44465.0,Male,Indore,14,141,63.0,Beauty,Gold
5401,62.0,65632.0,Female,Bhopal,11,342,79.0,Electronics,Silver
9290,59.0,71883.0,Male,Bhopal,2,99,34.0,Fashion,Basic
858,25.0,51484.0,Male,Indore,1,109,1.0,Beauty,Gold
4480,49.0,71206.0,Male,Pune,15,336,84.0,Fashion,Gold
7002,39.0,51205.0,Male,Indore,15,362,55.0,Fashion,Basic
542,36.0,48633.0,Male,Delhi,19,166,86.0,Beauty,Silver
4046,26.0,45498.0,Male,Bhopal,16,344,2.0,Grocery,Silver
6019,41.0,36102.0,Female,Delhi,17,361,10.0,Grocery,Basic
3752,65.0,67197.0,Female,Pune,2,309,20.0,Fashion,Silver
8471,48.0,63639.0,Male,Bhopal,4,284,26.0,Fashion,Silver
4986,53.0,51747.0,Male,Pune,8,129,89.0,Electronics,Gold
4085,36.0,44550.0,Male,Pune,6,318,39.0,Grocery,Gold
8115,36.0,48828.0,Male,Delhi,1,215,,Sports,Gold
4867,50.0,39768.0,Female,Pune,4,194,25.0,Grocery,Silver
8545,61.0,35044.0,Female,Mumbai,6,98,74.0,Beauty,Basic
2515,33.0,70829.0,Male,Mumbai,4,28,56.0,Fashion,Basic
1397,40.0,31862.0,Male,Bhopal,3,120,75.0,Electronics,Gold
5559,31.0,45225.0,Female,Delhi,1,33,15.0,Fashion,Silver
6430,69.0,33903.0,Male,Bhopal,10,315,34.0,Electronics,Silver
1320,44.0,33542.0,Female,Indore,10,62,88.0,Electronics,Gold
5563,35.0,57301.0,Female,Mumbai,14,110,47.0,Sports,Silver
4113,26.0,49710.0,Female,Pune,4,272,68.0,Beauty,Basic
2493,37.0,57057.0,Female,Mumbai,12,358,76.0,Fashion,Gold
5571,40.0,63734.0,Female,Pune,14,319,10.0,Beauty,Basic
9398,60.0,,Male,Bhopal,15,55,86.0,Grocery,Gold
7996,21.0,62263.0,Male,Bhopal,13,330,35.0,Electronics,Silver
8911,27.0,63595.0,Female,Mumbai,18,53,12.0,Grocery,Silver
2158,,38261.0,Male,Pune,2,325,4.0,Beauty,Gold
6967,54.0,,Female,Delhi,19,362,92.0,Sports,Basic
9977,49.0,37019.0,Female,Bhopal,9,126,72.0,Fashion,Gold
6590,43.0,,Female,Indore,17,146,,Beauty,Basic
8420,56.0,51030.0,Female,Pune,4,333,21.0,Grocery,Basic
5704,53.0,30990.0,Male,Pune,6,216,48.0,Grocery,Basic
1738,51.0,46621.0,Female,Mumbai,8,28,16.0,Sports,Silver
6488,21.0,68806.0,Male,Indore,4,72,39.0,Sports,Gold
1677,,60279.0,Male,Mumbai,14,18,81.0,Grocery,Gold
1489,,46115.0,Male,Mumbai,13,223,64.0,Grocery,Basic
7352,27.0,48912.0,Male,Indore,14,129,98.0,Fashion,Basic
5605,20.0,46364.0,Female,Pune,17,105,9.0,Beauty,Silver
6577,60.0,38872.0,Male,Indore,7,199,46.0,Sports,Gold
5247,67.0,52492.0,Male,Mumbai,9,120,12.0,Beauty,Gold
2709,31.0,37302.0,Male,Pune,15,137,21.0,Sports,Gold
547,76.0,384310.0,Male,Indore,3,47,19.0,Beauty,Silver
2280,68.0,49140.0,Female,Delhi,2,131,,Grocery,Gold
8102,18.0,61859.0,Female,Indore,17,324,59.0,Beauty,Gold
9826,23.0,70395.0,Female,Indore,14,193,38.0,Sports,Gold
4698,69.0,44919.0,Male,Indore,17,245,81.0,Fashion,Basic
4318,20.0,43126.0,Female,Indore,14,321,41.0,Grocery,Basic
199,20.0,35096.0,Female,Mumbai,4,227,11.0,Fashion,Silver
7329,57.0,29211.0,Female,Pune,6,17,83.0,Grocery,Gold
1568,19.0,55039.0,Female,Mumbai,19,82,23.0,Fashion,Basic
2415,65.0,37630.0,Female,Pune,5,13,93.0,Sports,Silver
6146,34.0,28747.0,Female,Pune,15,210,99.0,Electronics,Silver
513,46.0,28834.0,Female,Mumbai,6,155,36.0,Beauty,Gold
574,46.0,70992.0,Male,Indore,19,232,59.0,Sports,Gold
7906,35.0,19484.0,Male,Mumbai,7,344,42.0,Beauty,Basic
9621,20.0,61950.0,Male,Bhopal,18,278,80.0,Grocery,Basic
3419,25.0,71807.0,Female,Pune,18,107,7.0,Sports,Basic
9893,43.0,64969.0,Male,Indore,15,135,18.0,Electronics,Gold
4092,47.0,69929.0,Female,Bhopal,9,252,73.0,Sports,Silver
3011,57.0,32087.0,Male,Indore,7,319,55.0,Beauty,Basic
734,55.0,11696.0,Female,Delhi,10,361,19.0,Electronics,Silver
6726,18.0,53386.0,Female,Delhi,17,12,97.0,Electronics,Basic
3057,59.0,72431.0,Female,Mumbai,18,38,77.0,Electronics,Silver
9370,19.0,52171.0,Female,Indore,4,195,39.0,Grocery,Basic
8154,26.0,,Male,Delhi,5,239,60.0,Sports,Basic
3872,64.0,,Female,Mumbai,6,14,5.0,Fashion,Silver
7930,45.0,45453.0,Female,Delhi,5,23,20.0,Electronics,Basic
7658,47.0,38999.0,Male,Indore,8,86,92.0,Sports,Basic
9328,55.0,58917.0,Female,Mumbai,14,78,81.0,Electronics,Silver
128,50.0,47877.0,Male,Bhopal,14,241,10.0,Electronics,Silver
433,55.0,401490.0,Female,Indore,9,244,60.0,Grocery,Basic
8486,47.0,16211.0,Female,Mumbai,4,309,17.0,Beauty,Gold
7529,31.0,73848.0,Female,Indore,2,72,64.0,Electronics,Silver
7043,55.0,42546.0,Female,Indore,8,184,94.0,Beauty,Silver
868,47.0,35353.0,Male,Indore,16,202,79.0,Grocery,Basic
6586,29.0,51700.0,Female,Mumbai,17,168,7.0,Fashion,Silver
7158,61.0,33942.0,Female,Indore,2,261,48.0,Sports,Basic
2410,26.0,40374.0,Male,Pune,19,207,82.0,Fashion,Basic
6733,23.0,44493.0,Male,Indore,17,304,90.0,Fashion,Gold
5885,36.0,,Male,Mumbai,11,306,26.0,Beauty,Basic
2765,46.0,21904.0,Female,Bhopal,3,301,88.0,Beauty,Gold
580,68.0,59894.0,Female,Indore,9,339,3.0,Sports,Basic
343,24.0,,Female,Pune,10,58,54.0,Electronics,Basic
5275,100.0,335420.0,Male,Delhi,19,34,71.0,Fashion,Silver
9240,61.0,,Male,Bhopal,18,259,9.0,Grocery,Basic
4756,27.0,72453.0,Female,Indore,11,121,38.0,Electronics,Gold
4545,25.0,35330.0,Female,Indore,14,184,10.0,Electronics,Gold
8961,69.0,52160.0,Male,Mumbai,4,135,85.0,Sports,Basic
620,54.0,57998.0,Male,Pune,12,16,39.0,Beauty,Gold
3191,62.0,40724.0,Female,Pune,12,44,91.0,Grocery,Basic
269,37.0,84137.0,Female,Delhi,15,128,88.0,Electronics,Silver
2965,57.0,36626.0,Female,Delhi,9,64,50.0,Grocery,Gold
3198,52.0,70013.0,Female,Mumbai,16,180,,Fashion,Basic
8360,58.0,38348.0,Female,Delhi,13,166,39.0,Sports,Gold
1379,66.0,71246.0,Male,Pune,10,253,85.0,Fashion,Silver
6417,46.0,45491.0,Female,Bhopal,13,186,70.0,Electronics,Gold
6013,43.0,44958.0,Female,Bhopal,15,37,64.0,Grocery,Basic
145,18.0,34520.0,Male,Bhopal,9,185,98.0,Grocery,Gold
4310,62.0,22875.0,Male,Mumbai,4,153,14.0,Fashion,Silver
4990,62.0,31582.0,Male,Pune,8,83,3.0,Beauty,Gold
3303,41.0,50808.0,Female,Bhopal,16,22,71.0,Grocery,Silver
2050,107.0,,Male,Pune,7,11,99.0,Fashion,Basic
7347,46.0,64503.0,Female,Indore,3,245,72.0,Grocery,Silver
5806,33.0,46106.0,Female,Pune,3,290,29.0,Beauty,Silver
7460,43.0,45085.0,Male,Pune,14,351,84.0,Grocery,Gold
8788,44.0,73034.0,Male,Mumbai,5,21,68.0,Electronics,Silver
1043,,23714.0,Female,Pune,11,287,88.0,Grocery,Basic
7846,64.0,45415.0,Female,Indore,2,163,2.0,Beauty,Basic
2756,29.0,44575.0,Male,Delhi,5,54,73.0,Electronics,Basic
6119,38.0,32327.0,Male,Indore,4,324,,Sports,Gold
9225,54.0,77286.0,Female,Bhopal,18,282,36.0,Electronics,Basic
1494,62.0,66477.0,Female,Pune,18,206,81.0,Sports,Gold
2742,52.0,,Female,Indore,13,291,48.0,Grocery,Basic
3476,39.0,36643.0,Male,Mumbai,18,265,97.0,Beauty,Gold
2603,25.0,44932.0,Female,Delhi,11,102,70.0,Sports,Basic
5364,65.0,42202.0,Male,Bhopal,16,149,54.0,Sports,Gold
3438,38.0,42606.0,Female,Indore,3,184,53.0,Grocery,Silver
6910,53.0,72577.0,Male,Mumbai,14,126,87.0,Beauty,Basic
1308,69.0,69178.0,Female,Pune,16,290,5.0,Sports,Gold
6758,30.0,59127.0,Female,Indore,10,86,96.0,Beauty,Gold
6161,32.0,46629.0,Male,Pune,12,128,61.0,Grocery,Silver
3824,18.0,59953.0,Male,Pune,10,221,24.0,Electronics,Gold
5369,34.0,41628.0,Male,Bhopal,13,120,6.0,Fashion,Silver
4935,19.0,51714.0,Female,Pune,11,134,62.0,Grocery,Gold
9901,67.0,49363.0,Female,Mumbai,3,275,84.0,Grocery,Basic
927,25.0,90545.0,Female,Indore,6,277,56.0,Beauty,Silver
5347,49.0,42007.0,Male,Delhi,7,116,89.0,Beauty,Silver
7720,42.0,48155.0,Female,Bhopal,5,284,75.0,Fashion,Basic
2163,37.0,61969.0,Female,Mumbai,8,250,88.0,Sports,Silver
2412,38.0,35326.0,Male,Pune,11,206,91.0,Grocery,Gold
8642,34.0,44408.0,Female,Bhopal,7,169,37.0,Grocery,Gold
5277,42.0,57538.0,Male,Bhopal,12,210,96.0,Electronics,Basic
9171,43.0,37840.0,Male,Pune,19,200,13.0,Electronics,Basic
304,52.0,20674.0,Female,Indore,14,207,1.0,Sports,Silver
119,59.0,43643.0,Male,Delhi,6,40,7.0,Sports,Basic
1107,20.0,56524.0,Male,Bhopal,9,51,71.0,Sports,Gold
8966,44.0,71951.0,Male,Bhopal,18,64,4.0,Fashion,Basic
6684,48.0,49937.0,Male,Mumbai,18,21,93.0,Sports,Gold
2299,55.0,54716.0,Male,Delhi,4,96,89.0,Electronics,Gold
4530,23.0,36390.0,Female,Pune,11,209,52.0,Sports,Silver
3391,,42017.0,Female,Pune,8,95,21.0,Beauty,Gold
9152,18.0,,Male,Pune,2,92,51.0,Sports,Basic
8403,33.0,44019.0,Female,Delhi,16,37,12.0,Grocery,Gold
5544,63.0,57603.0,Male,Indore,3,342,24.0,Grocery,Basic
5035,59.0,69740.0,Male,Delhi,8,215,31.0,Grocery,Basic
3881,64.0,32186.0,Male,Bhopal,7,353,51.0,Beauty,Gold
7913,34.0,87548.0,Male,Delhi,11,124,47.0,Grocery,Silver
8232,30.0,47506.0,Male,Indore,4,248,6.0,Sports,Silver
3542,35.0,36968.0,Female,Bhopal,18,75,40.0,Electronics,Silver
1814,45.0,33807.0,Male,Bhopal,16,257,5.0,Grocery,Silver
1328,42.0,40103.0,Male,Bhopal,18,9,40.0,Sports,Basic
664,56.0,24932.0,Male,Indore,11,89,33.0,Sports,Basic
8091,55.0,46574.0,Male,Pune,5,175,44.0,Sports,Basic
9286,60.0,57800.0,Male,Indore,3,167,55.0,Electronics,Silver
9377,49.0,65255.0,Male,Indore,3,71,64.0,Electronics,Gold
5560,28.0,41875.0,Female,Pune,12,251,21.0,Beauty,Gold
5086,66.0,49846.0,Male,Pune,5,39,54.0,Sports,Basic
8391,52.0,70119.0,Male,Delhi,16,315,33.0,Electronics,Basic
135,57.0,18428.0,Female,Indore,15,235,11.0,Grocery,Gold
7581,33.0,35514.0,Female,Pune,4,120,34.0,Beauty,Silver
9132,65.0,34197.0,Female,Bhopal,3,95,,Fashion,Gold
4405,62.0,56425.0,Male,Pune,17,294,18.0,Beauty,Silver
5404,47.0,,Male,Bhopal,8,243,66.0,Fashion,Silver
2392,46.0,46612.0,Female,Indore,14,72,93.0,Grocery,Gold
9248,,20310.0,Male,Mumbai,16,105,64.0,Electronics,Basic
2273,18.0,,Female,Bhopal,6,135,62.0,Beauty,Silver
4813,36.0,46538.0,Female,Delhi,8,356,,Fashion,Basic
8617,34.0,51817.0,Female,Pune,11,62,26.0,Sports,Silver
374,34.0,32992.0,Male,Delhi,5,3,16.0,Beauty,Gold
